_id	infinitif	participePasse	participePresent	auxiliaire	formePronominale	present_1	present_2	present_3	present_4	present_5	present_6	imparfait_1	imparfait_2	imparfait_3	imparfait_4	imparfait_5	imparfait_6	passeSimple_1	passeSimple_2	passeSimple_3	passeSimple_4	passeSimple_5	passeSimple_6	futurSimple_1	futurSimple_2	futurSimple_3	futurSimple_4	futurSimple_5	futurSimple_6	passeCompose_1	passeCompose_2	passeCompose_3	passeCompose_4	passeCompose_5	passeCompose_6	plusQueParfait_1	plusQueParfait_2	plusQueParfait_3	plusQueParfait_4	plusQueParfait_5	plusQueParfait_6	passeAnterieur_1	passeAnterieur_2	passeAnterieur_3	passeAnterieur_4	passeAnterieur_5	passeAnterieur_6	futurAnterieur_1	futurAnterieur_2	futurAnterieur_3	futurAnterieur_4	futurAnterieur_5	futurAnterieur_6	subjonctifPresent_1	subjonctifPresent_2	subjonctifPresent_3	subjonctifPresent_4	subjonctifPresent_5	subjonctifPresent_6	subjonctifImparfait_1	subjonctifImparfait_2	subjonctifImparfait_3	subjonctifImparfait_4	subjonctifImparfait_5	subjonctifImparfait_6	subjonctifPasse_1	subjonctifPasse_2	subjonctifPasse_3	subjonctifPasse_4	subjonctifPasse_5	subjonctifPasse_6	subjonctifPlusQueParfait_1	subjonctifPlusQueParfait_2	subjonctifPlusQueParfait_3	subjonctifPlusQueParfait_4	subjonctifPlusQueParfait_5	subjonctifPlusQueParfait_6	conditionnelPresent_1	conditionnelPresent_2	conditionnelPresent_3	conditionnelPresent_4	conditionnelPresent_5	conditionnelPresent_6	conditionnelPasse_1	conditionnelPasse_2	conditionnelPasse_3	conditionnelPasse_4	conditionnelPasse_5	conditionnelPasse_6	conditionnelPasseII_1	conditionnelPasseII_2	conditionnelPasseII_3	conditionnelPasseII_4	conditionnelPasseII_5	conditionnelPasseII_6	imperatifPasse_1	imperatifPasse_2	imperatifPasse_3	imperatifPasse_4	imperatifPasse_5	imperatifPasse_6
183	tenir	tenu	tenant	avoir	se tenir	tiens	tiens	tient	tenons	tenez	tiennent	tenais	tenais	tenait	tenions	teniez	tenaient	tins	tins	tint	tînmes	tîntes	tinrent	tiendrai	tiendras	tiendra	tiendrons	tiendrez	tiendront	ai tenu	as tenu	a tenu	avons tenu	avez tenu	ont tenu	avais tenu	avais tenu	avait tenu	avions tenu	aviez tenu	avaient tenu	eus tenu	eus tenu	eut tenu	eûmes tenu	eûtes tenu	eurent tenu	aurai tenu	auras tenu	aura tenu	aurons tenu	aurez tenu	auront tenu	tienne	tiennes	tienne	tenions	teniez	tiennent	tinsse	tinsses	tînt	tinssions	tinssiez	tinssent	aie tenu	aies tenu	ait tenu	ayons tenu	ayez tenu	aient tenu	eusse tenu	eusses tenu	eût tenu	eussions tenu	eussiez tenu	eussent tenu	tiendrais	tiendrais	tiendrait	tiendrions	tiendriez	tiendraient	aurais tenu	aurais tenu	aurait tenu	aurions tenu	auriez tenu	auraient tenu	eusse tenu	eusses tenu	eût tenu	eussions tenu	eussiez tenu	eussent tenu		aie tenu !		ayons tenu !	ayez tenu !	
184	tirer	tiré	tirant	avoir	se tirer	tire	tires	tire	tirons	tirez	tirent	tirais	tirais	tirait	tirions	tiriez	tiraient	tirai	tiras	tira	tirâmes	tirâtes	tirèrent	tirerai	tireras	tirera	tirerons	tirerez	tireront	ai tiré	as tiré	a tiré	avons tiré	avez tiré	ont tiré	avais tiré	avais tiré	avait tiré	avions tiré	aviez tiré	avaient tiré	eus tiré	eus tiré	eut tiré	eûmes tiré	eûtes tiré	eurent tiré	aurai tiré	auras tiré	aura tiré	aurons tiré	aurez tiré	auront tiré	tire	tires	tire	tirions	tiriez	tirent	tirasse	tirasses	tirât	tirassions	tirassiez	tirassent	aie tiré	aies tiré	ait tiré	ayons tiré	ayez tiré	aient tiré	eusse tiré	eusses tiré	eût tiré	eussions tiré	eussiez tiré	eussent tiré	tirerais	tirerais	tirerait	tirerions	tireriez	tireraient	aurais tiré	aurais tiré	aurait tiré	aurions tiré	auriez tiré	auraient tiré	eusse tiré	eusses tiré	eût tiré	eussions tiré	eussiez tiré	eussent tiré		aie tiré !		ayons tiré !	ayez tiré !	
185	tomber	tombé	tombant	être		tombe	tombes	tombe	tombons	tombez	tombent	tombais	tombais	tombait	tombions	tombiez	tombaient	tombai	tombas	tomba	tombâmes	tombâtes	tombèrent	tomberai	tomberas	tombera	tomberons	tomberez	tomberont	suis tombé(e)	es tombé(e)	est tombé(e)	sommes tombé(e)s	êtes tombé(e)(s)	sont tombé(e)s	étais tombé(e)	étais tombé(e)	était tombé(e)	étions tombé(e)s	étiez tombé(e)(s)	étaient tombé(e)s	fus tombé(e)	fus tombé(e)	fut tombé(e)	fûmes tombé(e)s	fûtes tombé(e)(s)	furent tombé(e)s	serai tombé(e)	seras tombé(e)	sera tombé(e)	serons tombé(e)s	serez tombé(e)(s)	seront tombé(e)s	tombe	tombes	tombe	tombions	tombiez	tombent	tombasse	tombasses	tombât	tombassions	tombassiez	tombassent	sois tombé(e)	sois tombé(e)	soit tombé(e)	soyons tombé(e)s	soyez tombé(e)(s)	soient tombé(e)s	fusse tombé(e)	fusses tombé(e)	fût tombé(e)	fussions tombé(e)s	fussiez tombé(e)(s)	fussent tombé(e)s	tomberais	tomberais	tomberait	tomberions	tomberiez	tomberaient	serais tombé(e)	serais tombé(e)	serait tombé(e)	serions tombé(e)s	seriez tombé(e)(s)	seraient tombé(e)s	fusse tombé(e)	fusses tombé(e)	fût tombé(e)	fussions tombé(e)s	fussiez tombé(e)(s)	fussent tombé(e)s		sois tombé(e) !		soyons tombé(e)s !	soyez tombé(e)(s) !	
186	toucher	touché	touchant	avoir	se toucher	touche	touches	touche	touchons	touchez	touchent	touchais	touchais	touchait	touchions	touchiez	touchaient	touchai	touchas	toucha	touchâmes	touchâtes	touchèrent	toucherai	toucheras	touchera	toucherons	toucherez	toucheront	ai touché	as touché	a touché	avons touché	avez touché	ont touché	avais touché	avais touché	avait touché	avions touché	aviez touché	avaient touché	eus touché	eus touché	eut touché	eûmes touché	eûtes touché	eurent touché	aurai touché	auras touché	aura touché	aurons touché	aurez touché	auront touché	touche	touches	touche	touchions	touchiez	touchent	touchasse	touchasses	touchât	touchassions	touchassiez	touchassent	aie touché	aies touché	ait touché	ayons touché	ayez touché	aient touché	eusse touché	eusses touché	eût touché	eussions touché	eussiez touché	eussent touché	toucherais	toucherais	toucherait	toucherions	toucheriez	toucheraient	aurais touché	aurais touché	aurait touché	aurions touché	auriez touché	auraient touché	eusse touché	eusses touché	eût touché	eussions touché	eussiez touché	eussent touché		aie touché !		ayons touché !	ayez touché !	
187	tourner	tourné	tournant	avoir	se tourner	tourne	tournes	tourne	tournons	tournez	tournent	tournais	tournais	tournait	tournions	tourniez	tournaient	tournai	tournas	tourna	tournâmes	tournâtes	tournèrent	tournerai	tourneras	tournera	tournerons	tournerez	tourneront	ai tourné	as tourné	a tourné	avons tourné	avez tourné	ont tourné	avais tourné	avais tourné	avait tourné	avions tourné	aviez tourné	avaient tourné	eus tourné	eus tourné	eut tourné	eûmes tourné	eûtes tourné	eurent tourné	aurai tourné	auras tourné	aura tourné	aurons tourné	aurez tourné	auront tourné	tourne	tournes	tourne	tournions	tourniez	tournent	tournasse	tournasses	tournât	tournassions	tournassiez	tournassent	aie tourné	aies tourné	ait tourné	ayons tourné	ayez tourné	aient tourné	eusse tourné	eusses tourné	eût tourné	eussions tourné	eussiez tourné	eussent tourné	tournerais	tournerais	tournerait	tournerions	tourneriez	tourneraient	aurais tourné	aurais tourné	aurait tourné	aurions tourné	auriez tourné	auraient tourné	eusse tourné	eusses tourné	eût tourné	eussions tourné	eussiez tourné	eussent tourné		aie tourné !		ayons tourné !	ayez tourné !	
188	traduire	traduit	traduisant	avoir	se traduire	traduis	traduis	traduit	traduisons	traduisez	traduisent	traduisais	traduisais	traduisait	traduisions	traduisiez	traduisaient	traduisis	traduisis	traduisit	traduisîmes	traduisîtes	traduisirent	traduirai	traduiras	traduira	traduirons	traduirez	traduiront	ai traduit	as traduit	a traduit	avons traduit	avez traduit	ont traduit	avais traduit	avais traduit	avait traduit	avions traduit	aviez traduit	avaient traduit	eus traduit	eus traduit	eut traduit	eûmes traduit	eûtes traduit	eurent traduit	aurai traduit	auras traduit	aura traduit	aurons traduit	aurez traduit	auront traduit	traduise	traduises	traduise	traduisions	traduisiez	traduisent	traduisisse	traduisisses	traduisît	traduisissions	traduisissiez	traduisissent	aie traduit	aies traduit	ait traduit	ayons traduit	ayez traduit	aient traduit	eusse traduit	eusses traduit	eût traduit	eussions traduit	eussiez traduit	eussent traduit	traduirais	traduirais	traduirait	traduirions	traduiriez	traduiraient	aurais traduit	aurais traduit	aurait traduit	aurions traduit	auriez traduit	auraient traduit	eusse traduit	eusses traduit	eût traduit	eussions traduit	eussiez traduit	eussent traduit		aie traduit !		ayons traduit !	ayez traduit !	
189	travailler	travaillé	travaillant	avoir		travaille	travailles	travaille	travaillons	travaillez	travaillent	travaillais	travaillais	travaillait	travaillions	travailliez	travaillaient	travaillai	travaillas	travailla	travaillâmes	travaillâtes	travaillèrent	travaillerai	travailleras	travaillera	travaillerons	travaillerez	travailleront	ai travaillé	as travaillé	a travaillé	avons travaillé	avez travaillé	ont travaillé	avais travaillé	avais travaillé	avait travaillé	avions travaillé	aviez travaillé	avaient travaillé	eus travaillé	eus travaillé	eut travaillé	eûmes travaillé	eûtes travaillé	eurent travaillé	aurai travaillé	auras travaillé	aura travaillé	aurons travaillé	aurez travaillé	auront travaillé	travaille	travailles	travaille	travaillions	travailliez	travaillent	travaillasse	travaillasses	travaillât	travaillassions	travaillassiez	travaillassent	aie travaillé	aies travaillé	ait travaillé	ayons travaillé	ayez travaillé	aient travaillé	eusse travaillé	eusses travaillé	eût travaillé	eussions travaillé	eussiez travaillé	eussent travaillé	travaillerais	travaillerais	travaillerait	travaillerions	travailleriez	travailleraient	aurais travaillé	aurais travaillé	aurait travaillé	aurions travaillé	auriez travaillé	auraient travaillé	eusse travaillé	eusses travaillé	eût travaillé	eussions travaillé	eussiez travaillé	eussent travaillé		aie travaillé !		ayons travaillé !	ayez travaillé !	
190	trouver	trouvé	trouvant	avoir	se trouver	trouve	trouves	trouve	trouvons	trouvez	trouvent	trouvais	trouvais	trouvait	trouvions	trouviez	trouvaient	trouvai	trouvas	trouva	trouvâmes	trouvâtes	trouvèrent	trouverai	trouveras	trouvera	trouverons	trouverez	trouveront	ai trouvé	as trouvé	a trouvé	avons trouvé	avez trouvé	ont trouvé	avais trouvé	avais trouvé	avait trouvé	avions trouvé	aviez trouvé	avaient trouvé	eus trouvé	eus trouvé	eut trouvé	eûmes trouvé	eûtes trouvé	eurent trouvé	aurai trouvé	auras trouvé	aura trouvé	aurons trouvé	aurez trouvé	auront trouvé	trouve	trouves	trouve	trouvions	trouviez	trouvent	trouvasse	trouvasses	trouvât	trouvassions	trouvassiez	trouvassent	aie trouvé	aies trouvé	ait trouvé	ayons trouvé	ayez trouvé	aient trouvé	eusse trouvé	eusses trouvé	eût trouvé	eussions trouvé	eussiez trouvé	eussent trouvé	trouverais	trouverais	trouverait	trouverions	trouveriez	trouveraient	aurais trouvé	aurais trouvé	aurait trouvé	aurions trouvé	auriez trouvé	auraient trouvé	eusse trouvé	eusses trouvé	eût trouvé	eussions trouvé	eussiez trouvé	eussent trouvé		aie trouvé !		ayons trouvé !	ayez trouvé !	
191	utiliser	utilisé	utilisant	avoir		utilise	utilises	utilise	utilisons	utilisez	utilisent	utilisais	utilisais	utilisait	utilisions	utilisiez	utilisaient	utilisai	utilisas	utilisa	utilisâmes	utilisâtes	utilisèrent	utiliserai	utiliseras	utilisera	utiliserons	utiliserez	utiliseront	ai utilisé	as utilisé	a utilisé	avons utilisé	avez utilisé	ont utilisé	avais utilisé	avais utilisé	avait utilisé	avions utilisé	aviez utilisé	avaient utilisé	eus utilisé	eus utilisé	eut utilisé	eûmes utilisé	eûtes utilisé	eurent utilisé	aurai utilisé	auras utilisé	aura utilisé	aurons utilisé	aurez utilisé	auront utilisé	utilise	utilises	utilise	utilisions	utilisiez	utilisent							aie utilisé	aies utilisé	ait utilisé	ayons utilisé	ayez utilisé	aient utilisé	eusse utilisé	eusses utilisé	eût utilisé	eussions utilisé	eussiez utilisé	eussent utilisé	utiliserais	utiliserais	utiliserait	utiliserions	utiliseriez	utiliseraient	aurais utilisé	aurais utilisé	aurait utilisé	aurions utilisé	auriez utilisé	auraient utilisé	eusse utilisé	eusses utilisé	eût utilisé	eussions utilisé	eussiez utilisé	eussent utilisé						
192	vendre	vendu	vendant	avoir	se vendre	vends	vends	vend	vendons	vendez	vendent	vendais	vendais	vendait	vendions	vendiez	vendaient	vendis	vendis	vendit	vendîmes	vendîtes	vendirent	vendrai	vendras	vendra	vendrons	vendrez	vendront	ai vendu	as vendu	a vendu	avons vendu	avez vendu	ont vendu	avais vendu	avais vendu	avait vendu	avions vendu	aviez vendu	avaient vendu	eus vendu	eus vendu	eut vendu	eûmes vendu	eûtes vendu	eurent vendu	aurai vendu	auras vendu	aura vendu	aurons vendu	aurez vendu	auront vendu	vende	vendes	vende	vendions	vendiez	vendent	vendisse	vendisses	vendît	vendissions	vendissiez	vendissent	aie vendu	aies vendu	ait vendu	ayons vendu	ayez vendu	aient vendu	eusse vendu	eusses vendu	eût vendu	eussions vendu	eussiez vendu	eussent vendu	vendrais	vendrais	vendrait	vendrions	vendriez	vendraient	aurais vendu	aurais vendu	aurait vendu	aurions vendu	auriez vendu	auraient vendu	eusse vendu	eusses vendu	eût vendu	eussions vendu	eussiez vendu	eussent vendu		aie vendu !		ayons vendu !	ayez vendu !	
193	venir	venu	venant	être		viens	viens	vient	venons	venez	viennent	venais	venais	venait	venions	veniez	venaient	vins	vins	vint	vînmes	vîntes	vinrent	viendrai	viendras	viendra	viendrons	viendrez	viendront	suis venu(e)	es venu(e)	est venu(e)	sommes venu(e)s	êtes venu(e)(s)	sont venu(e)s	étais venu(e)	étais venu(e)	était venu(e)	étions venu(e)s	étiez venu(e)(s)	étaient venu(e)s	fus venu(e)	fus venu(e)	fut venu(e)	fûmes venu(e)s	fûtes venu(e)(s)	furent venu(e)s	serai venu(e)	seras venu(e)	sera venu(e)	serons venu(e)s	serez venu(e)(s)	seront venu(e)s	vienne	viennes	vienne	venions	veniez	viennent	vinsse	vinsses	vînt	vinssions	vinssiez	vinssent	sois venu(e)	sois venu(e)	soit venu(e)	soyons venu(e)s	soyez venu(e)(s)	soient venu(e)s	fusse venu(e)	fusses venu(e)	fût venu(e)	fussions venu(e)s	fussiez venu(e)(s)	fussent venu(e)s	viendrais	viendrais	viendrait	viendrions	viendriez	viendraient	serais venu(e)	serais venu(e)	serait venu(e)	serions venu(e)s	seriez venu(e)(s)	seraient venu(e)s	fusse venu(e)	fusses venu(e)	fût venu(e)	fussions venu(e)s	fussiez venu(e)(s)	fussent venu(e)s		sois venu(e) !		soyons venu(e)s !	soyez venu(e)(s) !	
194	vérifier	vérifié	vérifiant	avoir		vérifie	vérifies	vérifie	vérifions	vérifiez	vérifient	vérifiais	vérifiais	vérifiait	vérifiions	vérifiiez	vérifiaient	vérifiai	vérifias	vérifia	vérifiâmes	vérifiâtes	vérifièrent	vérifierai	vérifieras	vérifiera	vérifierons	vérifierez	vérifieront	ai vérifié	as vérifié	a vérifié	avons vérifié	avez vérifié	ont vérifié	avais vérifié	avais vérifié	avait vérifié	avions vérifié	aviez vérifié	avaient vérifié	eus vérifié	eus vérifié	eut vérifié	eûmes vérifié	eûtes vérifié	eurent vérifié	aurai vérifié	auras vérifié	aura vérifié	aurons vérifié	aurez vérifié	auront vérifié	vérifie	vérifies	vérifie	vérifiions	vérifiiez	vérifient							aie vérifié	aies vérifié	ait vérifié	ayons vérifié	ayez vérifié	aient vérifié	eusse vérifié	eusses vérifié	eût vérifié	eussions vérifié	eussiez vérifié	eussent vérifié	vérifierais	vérifierais	vérifierait	vérifierions	vérifieriez	vérifieraient	aurais vérifié	aurais vérifié	aurait vérifié	aurions vérifié	auriez vérifié	auraient vérifié	eusse vérifié	eusses vérifié	eût vérifié	eussions vérifié	eussiez vérifié	eussent vérifié						
195	visiter	visité	visitant	avoir		visite	visites	visite	visitons	visitez	visitent	visitais	visitais	visitait	visitions	visitiez	visitaient	visitai	visitas	visita	visitâmes	visitâtes	visitèrent	visiterai	visiteras	visitera	visiterons	visiterez	visiteront	ai visité	as visité	a visité	avons visité	avez visité	ont visité	avais visité	avais visité	avait visité	avions visité	aviez visité	avaient visité	eus visité	eus visité	eut visité	eûmes visité	eûtes visité	eurent visité	aurai visité	auras visité	aura visité	aurons visité	aurez visité	auront visité	visite	visites	visite	visitions	visitiez	visitent							aie visité	aies visité	ait visité	ayons visité	ayez visité	aient visité	eusse visité	eusses visité	eût visité	eussions visité	eussiez visité	eussent visité	visiterais	visiterais	visiterait	visiterions	visiteriez	visiteraient	aurais visité	aurais visité	aurait visité	aurions visité	auriez visité	auraient visité	eusse visité	eusses visité	eût visité	eussions visité	eussiez visité	eussent visité						
196	vivre	vécu	vivant	avoir	se vivre	vis	vis	vit	vivons	vivez	vivent	vivais	vivais	vivait	vivions	viviez	vivaient	vécus	vécus	vécut	vécûmes	vécûtes	vécurent	vivrai	vivras	vivra	vivrons	vivrez	vivront	ai vécu	as vécu	a vécu	avons vécu	avez vécu	ont vécu	avais vécu	avais vécu	avait vécu	avions vécu	aviez vécu	avaient vécu	eus vécu	eus vécu	eut vécu	eûmes vécu	eûtes vécu	eurent vécu	aurai vécu	auras vécu	aura vécu	aurons vécu	aurez vécu	auront vécu	vive	vives	vive	vivions	viviez	vivent	vécusse	vécusses	vécût	vécussions	vécussiez	vécussent	aie vécu	aies vécu	ait vécu	ayons vécu	ayez vécu	aient vécu	eusse vécu	eusses vécu	eût vécu	eussions vécu	eussiez vécu	eussent vécu	vivrais	vivrais	vivrait	vivrions	vivriez	vivraient	aurais vécu	aurais vécu	aurait vécu	aurions vécu	auriez vécu	auraient vécu	eusse vécu	eusses vécu	eût vécu	eussions vécu	eussiez vécu	eussent vécu		aie vécu !		ayons vécu !	ayez vécu !	
197	voir	vu	voyant	avoir	se voir	vois	vois	voit	voyons	voyez	voient	voyais	voyais	voyait	voyions	voyiez	voyaient	vis	vis	vit	vîmes	vîtes	virent	verrai	verras	verra	verrons	verrez	verront	ai vu	as vu	a vu	avons vu	avez vu	ont vu	avais vu	avais vu	avait vu	avions vu	aviez vu	avaient vu	eus vu	eus vu	eut vu	eûmes vu	eûtes vu	eurent vu	aurai vu	auras vu	aura vu	aurons vu	aurez vu	auront vu	voie	voies	voie	voyions	voyiez	voient	visse	visses	vît	vissions	vissiez	vissent	aie vu	aies vu	ait vu	ayons vu	ayez vu	aient vu	eusse vu	eusses vu	eût vu	eussions vu	eussiez vu	eussent vu	verrais	verrais	verrait	verrions	verriez	verraient	aurais vu	aurais vu	aurait vu	aurions vu	auriez vu	auraient vu	eusse vu	eusses vu	eût vu	eussions vu	eussiez vu	eussent vu		aie vu !		ayons vu !	ayez vu !	
198	voler	volé	volant	avoir	se voler	vole	voles	vole	volons	volez	volent	volais	volais	volait	volions	voliez	volaient	volai	volas	vola	volâmes	volâtes	volèrent	volerai	voleras	volera	volerons	volerez	voleront	ai volé	as volé	a volé	avons volé	avez volé	ont volé	avais volé	avais volé	avait volé	avions volé	aviez volé	avaient volé	eus volé	eus volé	eut volé	eûmes volé	eûtes volé	eurent volé	aurai volé	auras volé	aura volé	aurons volé	aurez volé	auront volé	vole	voles	vole	volions	voliez	volent	volasse	volasses	volât	volassions	volassiez	volassent	aie volé	aies volé	ait volé	ayons volé	ayez volé	aient volé	eusse volé	eusses volé	eût volé	eussions volé	eussiez volé	eussent volé	volerais	volerais	volerait	volerions	voleriez	voleraient	aurais volé	aurais volé	aurait volé	aurions volé	auriez volé	auraient volé	eusse volé	eusses volé	eût volé	eussions volé	eussiez volé	eussent volé		aie volé !		ayons volé !	ayez volé !	
199	vouloir	voulu	voulant	avoir	se vouloir	veux	veux	veut	voulons	voulez	veulent	voulais	voulais	voulait	voulions	vouliez	voulaient	voulus	voulus	voulut	voulûmes	voulûtes	voulurent	voudrai	voudras	voudra	voudrons	voudrez	voudront	ai voulu	as voulu	a voulu	avons voulu	avez voulu	ont voulu	avais voulu	avais voulu	avait voulu	avions voulu	aviez voulu	avaient voulu	eus voulu	eus voulu	eut voulu	eûmes voulu	eûtes voulu	eurent voulu	aurai voulu	auras voulu	aura voulu	aurons voulu	aurez voulu	auront voulu	veuille	veuilles	veuille	voulions	vouliez	veuillent	voulusse	voulusses	voulût	voulussions	voulussiez	voulussent	aie voulu	aies voulu	ait voulu	ayons voulu	ayez voulu	aient voulu	eusse voulu	eusses voulu	eût voulu	eussions voulu	eussiez voulu	eussent voulu	voudrais	voudrais	voudrait	voudrions	voudriez	voudraient	aurais voulu	aurais voulu	aurait voulu	aurions voulu	auriez voulu	auraient voulu	eusse voulu	eusses voulu	eût voulu	eussions voulu	eussiez voulu	eussent voulu		aie voulu !		ayons voulu !	ayez voulu !	
